name,gender,City,State,Age,charges
ganesh_1.0,m,Itanagar,Arunachal Pradesh,80,"Dacoity (Sec 395), Driving without a license"
phool chand,m,Imphal,Manipur,56,"Cruelty by husband or relatives (Sec 498A), Pollution Control Board violations"
teenu,m,Meerut,Uttar Pradesh,42,"Extortion (Sec 383), Cruelty by husband or relatives (Sec 498A)"
babita_2.0,f,Ghaziabad,Uttar Pradesh,75,"Dowry death (Sec 304B), Cruelty by husband or relatives (Sec 498A)"
priyanka_5.0,f,Valparai,Tamil Nadu ,27,Robbery (Sec 392)
deepa_6.0,f,Hata,Uttar Pradesh,23,Illegal possession or use of arms (Arms Act)
manju_4.0,f,Nandyal,Andhra Pradesh,35,"Hacking, Driving without a license"
nitu rani,f,Purnea,Bihar,62,"Breach of contract, Money laundering (PMLA)"
vijay pal_1.0,m,Parbhani,Maharashtra,27,"Attempt to murder (Sec 307), Concealing intent to wage war (Sec 123)"
simran_1.0,f,Bhopal ,Madhya Pradesh,57,Fraud
pramod kumar,m,Thanjavur,Tamil Nadu ,22,"Environmental violations (EPA), Illegal possession or use of arms (Arms Act)"
mohan,m,Patna,Bihar,63,"Atrocities against SC/ST (SC/ST Act), Divorce and matrimonial issues, Extortion (Sec 383)"
inderjeet,m,Bamanpuri,Uttar Pradesh,78,"Bigamy (Sec 494), Drunk driving"
munna kumar,m,Kolhapur,Maharashtra,26,Criminal breach of trust (Sec 405)
sunder jha,m,Mahabubnagar,Telangana,33,Robbery (Sec 392)
pawan kumar_4.0,m,Bhilwara,Rajasthan,73,"Adultery (Sec 497 now decriminalized), Kidnapping (Sec 363–369), Civil contempt"
laxmi_6.0,f,Agra,Uttar Pradesh,55,"Fraud, Dacoity (Sec 395), Bigamy (Sec 494)"
vinay bhattia,m,Krishnanagar,West Bengal,25,"Money laundering, Driving without a license, Assault (Sec 351)"
aasto,m,Ambala,Haryana,40,"Robbery (Sec 392), Theft (Sec 378)"
suman_4.0,m,Dibrugarh,Assam,21,"Pollution Control Board violations, Sedition (Sec 124A), Forgery (Sec 463)"
shobha ram,m,Alwar,Rajasthan,41,"Robbery (Sec 392), Hacking"
dinesh chand,m,Amaravati,Maharashtra,37,Breach of contract
maya,f,Hata,Uttar Pradesh,53,"Cheating (Sec 415), Divorce and matrimonial issues, Child custody"
vinay_2.0,m,Raipur,Chhattisgarh,20,Criminal misappropriation (Sec 403)
urmila,f,Saidapur,Uttar Pradesh,71,Dacoity (Sec 395)
radha_2.0,f,Rohtak,Haryana,58,"Criminal contempt, Partition suits"
monika_2.0,f,Saidpur,Jammu and Kashmir,63,"Dacoity (Sec 395), Driving without a license"
nand kishore_1.0,m,Latur,Maharashtra,41,Attempt to murder (Sec 307)
ravi kumar_2.0,m,Shimla,Himachal Pradesh,65,"Money laundering, Concealing intent to wage war (Sec 123)"
ashok kharkwal,m,Vizianagaram,Andhra Pradesh,62,"Criminal breach of trust (Sec 405), Assault (Sec 351)"
neetu_1.0,f,Patna,Bihar,32,Illegal possession or use of arms (Arms Act)
chandni,f,Bidar,Karnataka,52,"Online harassment, Divorce and matrimonial issues, Violation of traffic signals"
anil kumar_4.0,m,Srinagar,Jammu and Kashmir,78,Money laundering
pawan_1.0,m,Tonk,Rajasthan,70,"Property disputes, Unlawful activities (UAPA), Criminal breach of trust (Sec 405)"
mohd. yusuf,m,Dispur,Assam,59,"Divorce and matrimonial issues, Atrocities against SC/ST (SC/ST Act)"
saeshta,f,Chandigarh ,Chandigarh,32,"Criminal misappropriation (Sec 403), Money laundering, Concealing intent to wage war (Sec 123)"
mnisha,f,Bhilwara,Rajasthan,65,"Criminal contempt, Culpable homicide (Sec 304), Consumer complaints"
sushila_1.0,f,Gangtok,Sikkim,27,Property disputes
miss sunita,f,Puducherry,Puducherry,71,"Rape (Sec 376), Hacking, Robbery (Sec 392)"
mohd.wahid,m,Shillong ,Meghalaya,62,Cyber stalking
meenu,f,Sirsa,Haryana,58,Violation of traffic signals
sanjana,f,Dindigul,Tamil Nadu ,34,Drunk driving
rakesh @bablu,m,Mahabubnagar,Telangana,59,"Cheating (Sec 415), Land encroachment, Attempt to murder (Sec 307)"
mamta_8.0,f,Sangli,Maharashtra,64,"Attempt to murder (Sec 307), Data theft"
sanju_1.0,f,Bhiwani,Haryana,39,Driving without a license
chanda kumari,f,Bakshpur,Uttar Pradesh,46,Illegal possession or use of arms (Arms Act)
noorjahan,f,Brahmapur,Odisha,51,Money laundering (PMLA)
swapam som,m,Kolar,Karnataka,40,"Partition suits, Money laundering"
gourav kumar,m,Bhilai,Chhattisgarh,36,Bigamy (Sec 494)
tumpa,f,Bhubaneshwar,Odisha,61,Money laundering (PMLA)
yash,m,Silvassa,Dadra and Nagar Haveli,52,"Environmental violations (EPA), Atrocities against SC/ST (SC/ST Act)"
nirjla devi,f,Nasik,Maharashtra,27,"Partition suits, Illegal possession or use of arms (Arms Act), Criminal breach of trust (Sec 405)"
bhawana jat,f,Latur,Maharashtra,77,"Culpable homicide (Sec 304), Pollution Control Board violations, Money laundering"
sweta,f,Ongole,Andhra Pradesh,39,Cyber stalking
manju devi_1.0,f,Puri,Odisha,76,"Attempt to murder (Sec 307), Illegal possession or use of arms (Arms Act)"
bhupender singh,m,Kolkata ,West Bengal,56,"Driving without a license, Violation of traffic signals"
sukrita munni,f,Nalgonda,Telangana,45,Adultery (Sec 497 now decriminalized)
pinki_4.0,f,Mathura,Uttar Pradesh,49,"Cyber stalking, Overspeeding"
pramod kumar_1.0,m,Fyzabad,Uttar Pradesh,70,"Rape (Sec 376), Criminal breach of trust (Sec 405)"
mamta_9.0,f,Cuddalore,Tamil Nadu ,25,Unlawful activities (UAPA)
jagdambika,m,Belgaum,Karnataka,41,"Atrocities against SC/ST (SC/ST Act), Pollution Control Board violations"
safina malik,f,Kagaznagar,Andhra Pradesh,71,"Atrocities against SC/ST (SC/ST Act), Money laundering"
veer singh,m,Bhilwara,Rajasthan,21,"Rape (Sec 376), Child custody, Dowry death (Sec 304B)"
shiva,m,Dindigul,Tamil Nadu ,69,"Forgery (Sec 463), Theft (Sec 378)"
yashpal singh,m,Rajahmundry,Andhra Pradesh,80,Criminal contempt
yesh,m,Valparai,Tamil Nadu ,59,Divorce and matrimonial issues
sunil keshri,m,Cuddalore,Tamil Nadu ,62,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
kayamuddin,m,Gangtok,Sikkim,38,"Child custody, Forgery (Sec 463), Drunk driving"
matok,m,Vellore,Tamil Nadu ,61,"Waging war against the Government (Sec 121), Criminal contempt"
himani joshi,f,Bareilly,Uttar Pradesh,40,Murder (Sec 302)
damini,f,Rajkot,Gujarat,41,Murder (Sec 302)
amit_1.0,m,Jorhat,Assam,48,"Dacoity (Sec 395), Assault (Sec 351), Pollution Control Board violations"
sai das,m,Haripur,Punjab,68,Atrocities against SC/ST (SC/ST Act)
aakash,m,Gaya,Bihar,71,"Fraud, Robbery (Sec 392)"
tasleem,f,Muzaffarnagar,Uttar Pradesh,38,"Murder (Sec 302), Concealing intent to wage war (Sec 123), Drunk driving"
rachana mishra,f,Muzaffarpur,Bihar,44,"Criminal contempt, Criminal breach of trust (Sec 405)"
jasvinder singh,m,Jamshedpur,Jharkhand,38,"Data theft, Hacking"
priya_1.0,f,Karnal,Haryana,47,"Concealing intent to wage war (Sec 123), Fraud"
anjali_8.0,f,Tharati Etawah,Uttar Pradesh,40,Criminal contempt
naryan singh,m,Ambala,Haryana,31,"Driving without a license, Property disputes"
ritu,f,Mumbai,Maharashtra,25,"Kidnapping (Sec 363–369), Partition suits, Cruelty by husband or relatives (Sec 498A)"
rajan_1.0,m,Cuddalore,Tamil Nadu ,71,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Abetment of suicide (Sec 306), Unlawful activities (UAPA)"
tapas nandi,m,Panaji,Goa,77,Pollution Control Board violations
akram khan,m,Indore,Madhya Pradesh,24,"Overspeeding, Atrocities against SC/ST (SC/ST Act)"
anjum,f,Malegaon Camp,Maharashtra,62,"Fraud, Waging war against the Government (Sec 121)"
lakhwinder sharma,m,Indore,Madhya Pradesh,27,"Kidnapping (Sec 363–369), Counterfeiting currency (Sec 489A), Pollution Control Board violations"
naveen_1.0,m,Vishakhapatnam,Andhra Pradesh,65,"Dacoity (Sec 395), Theft (Sec 378)"
arun kumar,m,Vishakhapatnam,Andhra Pradesh,58,Land encroachment
sweta_1.0,f,Fyzabad,Uttar Pradesh,31,Cyber stalking
partima,f,New Delhi,Delhi,41,Hacking
sainky,m,Haldia,West Bengal,72,"Concealing intent to wage war (Sec 123), Civil contempt, Drunk driving"
ku. meena,f,Rajapalaiyam,Tamil Nadu ,65,Driving without a license
mohd anwar-ul-haq,m,Aizawl  ,Mizoram,57,"Partition suits, Online harassment, Culpable homicide (Sec 304)"
neha_8.0,f,Patna,Bihar,36,"Robbery (Sec 392), Theft (Sec 378)"
kumari soniya,f,Puducherry,Puducherry,45,"Land encroachment, Dowry death (Sec 304B)"
archana,f,Silchar,Assam,63,"Driving without a license, Cruelty by husband or relatives (Sec 498A), Online harassment"
suman_5.0,f,Udaipur,Rajasthan,74,"Property disputes, Forgery (Sec 463)"
harsha,f,Panchkula,Haryana,70,"Dacoity (Sec 395), Online harassment, Robbery (Sec 392)"
pooran chand,m,Patna,Bihar,62,"Online harassment, Adultery (Sec 497 now decriminalized)"
mamta_10.0,f,Moradabad,Uttar Pradesh,71,"Atrocities against SC/ST (SC/ST Act), Assault (Sec 351)"
rekha_3.0,f,Lucknow,Uttar Pradesh,71,"Cheating (Sec 415), Overspeeding"
shivani_5.0,f,Bhuj,Gujarat,62,"Murder (Sec 302), Criminal contempt, Dowry death (Sec 304B)"
poonam_3.0,f,Lucknow,Uttar Pradesh,64,"Fraud, Abetment of suicide (Sec 306)"
babloo,m,Bhilai,Chhattisgarh,44,"Cheating (Sec 415), Robbery (Sec 392)"
miss. hansa,f,Ujjain,Madhya Pradesh,72,"Bigamy (Sec 494), Criminal breach of trust (Sec 405)"
neetu devi,f,Lucknow,Uttar Pradesh,35,"Money laundering (PMLA), Theft (Sec 378), Forgery (Sec 463)"
dinesh katara,m,Proddatur,Andhra Pradesh,22,Partition suits
balraj singh,m,Pali,Rajasthan,43,Land encroachment
seema devi,f,Muzaffarpur,Bihar,49,"Counterfeiting currency (Sec 489A), Illegal possession or use of arms (Arms Act)"
minakshi_2.0,f,Kagaznagar,Andhra Pradesh,42,"Divorce and matrimonial issues, Land encroachment, Environmental violations (EPA)"
mehboob alam,m,Thanjavur,Tamil Nadu ,55,Theft (Sec 378)
mahnatha sahni,m,Ambala,Haryana,35,Counterfeiting currency (Sec 489A)
mohd. kaish,m,DehraDun,Uttarakhand,52,Theft (Sec 378)
surender sain,m,Guntur,Andhra Pradesh,56,Money laundering (PMLA)
pooja_17.0,f,Brahmapur,Odisha,68,Divorce and matrimonial issues
balbir singh,m,Dibrugarh,Assam,57,"Waging war against the Government (Sec 121), Driving without a license, Civil contempt"
amkit,m,Panchkula,Haryana,55,Unlawful activities (UAPA)
priyanka_6.0,f,Sirsa,Haryana,28,Criminal misappropriation (Sec 403)
kalu_1.0,m,Brahmapur,Odisha,61,"Assault (Sec 351), Online harassment"
mudasar,m,Patna,Bihar,40,"Criminal breach of trust (Sec 405), Counterfeiting currency (Sec 489A), Illegal possession or use of arms (Arms Act)"
vidit kumar,m,Silvassa,Dadra and Nagar Haveli,60,"Hacking, Criminal contempt"
deepak kumar,m,Mumbai,Maharashtra,65,"Partition suits, Concealing intent to wage war (Sec 123)"
saurabh pande,m,Moradabad,Uttar Pradesh,28,"Consumer complaints, Money laundering (PMLA)"
unknown,m,Bijapur,Karnataka,25,"Criminal misappropriation (Sec 403), Attempt to murder (Sec 307)"
sahil_1.0,m,Guwahati,Assam,73,Online harassment
chander shekhar,m,Pune,Maharashtra,72,"Criminal contempt, Assault (Sec 351)"
poonam_4.0,f,Diu,Daman and Diu,54,"Concealing intent to wage war (Sec 123), Abetment of suicide (Sec 306), Attempt to murder (Sec 307)"
smt sarin,f,Salem,Tamil Nadu ,53,"Illegal possession or use of arms (Arms Act), Money laundering, Civil contempt"
babita_3.0,f,Tharati Etawah,Uttar Pradesh,39,Violation of traffic signals
ram niwas,m,Patna,Bihar,45,"Drunk driving, Atrocities against SC/ST (SC/ST Act), Divorce and matrimonial issues"
manju_5.0,f,Vizianagaram,Andhra Pradesh,37,Rape (Sec 376)
shabana,f,Warangal,Telangana,58,Theft (Sec 378)
rajo devi,f,Chirala,Andhra Pradesh,73,Drunk driving
mohd shakib,m,Porbandar,Gujarat,26,"Cheating (Sec 415), Cyber stalking"
krishan kumar,m,Nagercoil,Tamil Nadu ,28,"Overspeeding, Culpable homicide (Sec 304), Civil contempt"
virender jain,m,Panipat,Haryana,77,"Money laundering (PMLA), Cheating (Sec 415), Criminal breach of trust (Sec 405)"
ram suresh,m,Allahabad,Uttar Pradesh,29,"Rape (Sec 376), Theft (Sec 378), Cheating (Sec 415)"
krishan pal,m,Budaun,Uttar Pradesh,25,"Hacking, Forgery (Sec 463)"
girish kumar,m,Bamanpuri,Uttar Pradesh,37,"Driving without a license, Consumer complaints"
riyajul,m,Chikka Mandya,Karnataka,74,"Concealing intent to wage war (Sec 123), Waging war against the Government (Sec 121)"
khima sunar,f,Raichur,Karnataka,44,"Sedition (Sec 124A), Consumer complaints, Drunk driving"
sushant,m,Rampura,Rajasthan,65,"Divorce and matrimonial issues, Bigamy (Sec 494)"
hema,f,Patiala,Punjab,31,"Overspeeding, Theft (Sec 378)"
skunatla,f,Ajmer,Rajasthan,34,"Theft (Sec 378), Illegal possession or use of arms (Arms Act)"
vinod_2.0,m,Bareilly,Uttar Pradesh,50,Narcotic Drugs and Psychotropic Substances offences (NDPS Act)
anil singh,m,Brahmapur,Odisha,49,Sedition (Sec 124A)
pawan dixit,m,Budaun,Uttar Pradesh,60,"Land encroachment, Consumer complaints"
marium,f,Karimnagar,Telangana,78,"Adultery (Sec 497 now decriminalized), Illegal possession or use of arms (Arms Act)"
sunita_4.0,f,Bhopal ,Madhya Pradesh,44,Civil contempt
nikhil_1.0,m,Bhavnagar,Gujarat,76,Culpable homicide (Sec 304)
ruchika,f,Nanded,Maharashtra,46,"Murder (Sec 302), Drunk driving, Pollution Control Board violations"
shambhu jha,m,Muzaffarnagar,Uttar Pradesh,39,"Attempt to murder (Sec 307), Robbery (Sec 392), Extortion (Sec 383)"
shabnam_3.0,f,Bhubaneshwar,Odisha,38,"Adultery (Sec 497 now decriminalized), Concealing intent to wage war (Sec 123), Bigamy (Sec 494)"
shetal,f,Nalgonda,Telangana,29,"Land encroachment, Sexual offences against children (POSCO Act), Cheating (Sec 415)"
manisha_5.0,f,Dhanbad,Jharkhand,56,"Pollution Control Board violations, Sedition (Sec 124A), Criminal misappropriation (Sec 403)"
smt momina,f,Sikar,Rajasthan,58,"Dowry death (Sec 304B), Divorce and matrimonial issues, Culpable homicide (Sec 304)"
santosh devi,f,Tezpur,Assam,42,"Criminal breach of trust (Sec 405), Divorce and matrimonial issues, Property disputes"
poonam_5.0,f,Aligarh,Uttar Pradesh,49,Property disputes
gulista,f,Kakinada,Andhra Pradesh,51,"Criminal misappropriation (Sec 403), Adultery (Sec 497 now decriminalized), Cheating (Sec 415)"
ishwar singh,m,Mathura,Uttar Pradesh,80,Counterfeiting currency (Sec 489A)
mayank,m,Sikar,Rajasthan,52,"Divorce and matrimonial issues, Online harassment"
satyaprakash,m,Bilaspur,Chhattisgarh,52,"Theft (Sec 378), Online harassment"
vijaypal,m,Itanagar,Arunachal Pradesh,79,"Criminal misappropriation (Sec 403), Data theft"
minakshi_3.0,f,Haripur,Punjab,63,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Property disputes, Counterfeiting currency (Sec 489A)"
bharti_3.0,f,Khammam,Telangana,51,Assault (Sec 351)
deepa_7.0,f,Coimbatore,Tamil Nadu ,34,"Child custody, Dowry death (Sec 304B), Dacoity (Sec 395)"
anuj kumar,m,Aurangabad,Maharashtra,30,Counterfeiting currency (Sec 489A)
savita sharma,f,Shimla,Himachal Pradesh,67,"Theft (Sec 378), Rape (Sec 376), Forgery (Sec 463)"
rajkumar sharjma,m,Daman,Daman and Diu,57,"Child custody, Illegal possession or use of arms (Arms Act), Attempt to murder (Sec 307)"
sumit_3.0,m,Kumbakonam,Tamil Nadu ,49,"Land encroachment, Overspeeding"
mast ram,m,Tuticorin,Tamil Nadu ,79,Cheating (Sec 415)
joginder,m,Vadodara,Gujarat,59,"Abetment of suicide (Sec 306), Attempt to murder (Sec 307), Fraud"
kavita_3.0,f,Moradabad,Uttar Pradesh,56,"Hacking, Sedition (Sec 124A), Extortion (Sec 383)"
rahul_4.0,m,Tezpur,Assam,43,"Waging war against the Government (Sec 121), Dowry death (Sec 304B), Hacking"
km.deyji,m,Faridabad,Haryana,51,Cruelty by husband or relatives (Sec 498A)
deepanker,m,Patiala,Punjab,38,"Bigamy (Sec 494), Dowry death (Sec 304B), Abetment of suicide (Sec 306)"
samvedna,f,Hospet,Karnataka,23,"Forgery (Sec 463), Bigamy (Sec 494)"
rijwana,f,Ahmadnagar,Maharashtra,69,Forgery (Sec 463)
sarojani,f,Bareilly,Uttar Pradesh,35,"Drunk driving, Environmental violations (EPA)"
prem devi,f,Cuttack,Odisha,43,"Partition suits, Breach of contract, Criminal misappropriation (Sec 403)"
anita_6.0,f,Kota,Rajasthan,58,"Money laundering, Bigamy (Sec 494), Extortion (Sec 383)"
harshdeep,m,Kakinada,Andhra Pradesh,24,"Dacoity (Sec 395), Sedition (Sec 124A), Data theft"
ankit_1.0,m,Kalyan,Maharashtra,34,Land encroachment
renu_3.0,f,Tharati Etawah,Uttar Pradesh,66,Criminal breach of trust (Sec 405)
papa rao,m,Hyderabad,Telangana,39,"Data theft, Fraud"
mustafa,m,Navsari,Gujarat,45,Criminal contempt
adil,m,Thiruvananthapuram,Kerala,36,"Theft (Sec 378), Land encroachment"
dheeraj_2.0,m,Raichur,Karnataka,35,Violation of traffic signals
rishaw,m,Saugor,Madhya Pradesh,36,Hacking
punam,f,Samlaipadar,Odisha,31,"Criminal contempt, Dowry death (Sec 304B)"
tulsiram,m,Brajrajnagar,Odisha,43,"Driving without a license, Extortion (Sec 383)"
sangita choudhary,f,Pathankot,Punjab,62,Illegal possession or use of arms (Arms Act)
panna lal,m,Hospet,Karnataka,52,Sexual offences against children (POSCO Act)
prem bai,f,Samlaipadar,Odisha,80,"Narcotic Drugs and Psychotropic Substances offences (NDPS Act), Overspeeding, Waging war against the Government (Sec 121)"
reena_2.0,f,Diu,Daman and Diu,59,"Money laundering (PMLA), Murder (Sec 302), Bigamy (Sec 494)"
nanku prasad,m,Jaipur,Rajasthan,41,"Assault (Sec 351), Driving without a license"
pooja kanwar_1.0,f,Bhavnagar,Gujarat,65,"Adultery (Sec 497 now decriminalized), Bigamy (Sec 494)"
jiya,f,Agartala,Tripura,72,Dacoity (Sec 395)
ruby,f,Ujjain,Madhya Pradesh,31,Cruelty by husband or relatives (Sec 498A)
pinki_5.0,f,Ongole,Andhra Pradesh,33,"Violation of traffic signals, Waging war against the Government (Sec 121), Abetment of suicide (Sec 306)"
asha_5.0,f,Chanda,Maharashtra,32,"Rape (Sec 376), Property disputes, Culpable homicide (Sec 304)"
ajnoor baby,f,Kolhapur,Maharashtra,35,"Civil contempt, Forgery (Sec 463), Unlawful activities (UAPA)"
bimla_2.0,f,Agartala,Tripura,39,"Criminal misappropriation (Sec 403), Violation of traffic signals, Criminal breach of trust (Sec 405)"
prinka shrma,f,Thiruvananthapuram,Kerala,66,"Money laundering (PMLA), Adultery (Sec 497 now decriminalized), Narcotic Drugs and Psychotropic Substances offences (NDPS Act)"
viresh kumar,m,Panipat,Haryana,35,"Extortion (Sec 383), Pollution Control Board violations"
neha gupta,f,Khanapur,Maharashtra,63,"Robbery (Sec 392), Pollution Control Board violations"
rsjesh sharama,m,Vizianagaram,Andhra Pradesh,34,Money laundering
nazneen bi,f,Hapur,Uttar Pradesh,23,"Property disputes, Bigamy (Sec 494), Land encroachment"
mohan pandey,m,Silvassa,Dadra and Nagar Haveli,28,"Cruelty by husband or relatives (Sec 498A), Dowry death (Sec 304B)"
amar,m,Mumbai,Maharashtra,79,Civil contempt
chhotudevi,f,Aurangabad,Maharashtra,53,"Online harassment, Criminal breach of trust (Sec 405)"
amrta kumari,f,Amritsar,Punjab,46,"Sedition (Sec 124A), Criminal breach of trust (Sec 405), Land encroachment"
seema saini,f,Karur,Tamil Nadu ,71,"Cheating (Sec 415), Property disputes"
km0 imrana,f,Nizamabad,Telangana,57,Culpable homicide (Sec 304)
mayak,m,Lucknow,Uttar Pradesh,32,"Criminal misappropriation (Sec 403), Civil contempt, Sexual offences against children (POSCO Act)"
md. aaqif,m,Diu,Daman and Diu,26,Assault (Sec 351)
geeta_4.0,f,Delhi,Delhi,80,Waging war against the Government (Sec 121)
kajal_6.0,f,Hubli,Karnataka,58,Data theft
mohd.  amjad,m,Shahbazpur,Uttar Pradesh,31,"Rape (Sec 376), Overspeeding, Kidnapping (Sec 363–369)"
jyoti_6.0,f,Panchkula,Haryana,36,"Rape (Sec 376), Bigamy (Sec 494)"
shkil khan,m,Pathankot,Punjab,27,Illegal possession or use of arms (Arms Act)
km soniya,f,Hata,Uttar Pradesh,65,"Money laundering, Hacking, Attempt to murder (Sec 307)"
prachi,f,Puducherry,Puducherry,34,Forgery (Sec 463)
ravi dutt,m,Gangtok,Sikkim,43,Breach of contract
dropti raiger,f,Nellore,Andhra Pradesh,70,Concealing intent to wage war (Sec 123)
satish_3.0,m,Cuttack,Odisha,30,Civil contempt
neha_9.0,f,Sonipat,Haryana,56,"Hacking, Extortion (Sec 383)"
ram parsad,m,Bhiwani,Haryana,63,"Dacoity (Sec 395), Civil contempt, Breach of contract"
vicky_1.0,m,Aurangabad,Maharashtra,26,"Counterfeiting currency (Sec 489A), Child custody"
madan,m,Ludhiana,Punjab,21,Criminal breach of trust (Sec 405)
saroj god,f,Brahmapur,Odisha,41,Divorce and matrimonial issues
mohd kamran,m,Varanasi,Uttar Pradesh,23,"Extortion (Sec 383), Sexual offences against children (POSCO Act)"
